SampleID,RNA-Seq_Sample_Preparation,RNA-Seq_Sequencing_Machine,RNA-Seq_Library_Selection,RNA-Seq_Sequencing_Approach,RNA-Seq_ReadLength_bp,RNA-Seq_StrandedAnalysis_InferExperiment_PeSense,RNA-Seq_StrandedAnalysis_InferExperiment_AntiSense,RNA-Seq_StrandedAnalysis_InferExperiment_Failed,RNA-Seq_Predicted_Strandness_InferExperiment
SJINF074_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4778,0.4753,0.0469,Unstranded
SJINF075_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4719,0.4736,0.0545,Unstranded
SJLGG001_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4684,0.4704,0.0612,Unstranded
SJLGG001206_D1,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.467,0.47,0.063,Unstranded
SJLGG001211_D1,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4715,0.4748,0.0537,Unstranded
SJLGG001212_D1,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4701,0.4728,0.0571,Unstranded
SJLGG001220_D1,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4867,0.4882,0.0251,Unstranded
SJLGG001259_D1,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4664,0.4656,0.068,Unstranded
SJLGG001262_D1,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4672,0.4672,0.0656,Unstranded
SJLGG001264_D1,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4761,0.4799,0.044,Unstranded
SJLGG001268_D1,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4785,0.4817,0.0399,Unstranded
SJLGG001270_D1,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4543,0.4548,0.0909,Unstranded
SJLGG001271_D1,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4658,0.4641,0.07,Unstranded
SJLGG001272_D1,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4669,0.4664,0.0667,Unstranded
SJLGG001278_D1,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4455,0.4418,0.1126,Unstranded
SJLGG002_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.466,0.4705,0.0636,Unstranded
SJLGG003_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.475,0.4787,0.0463,Unstranded
SJLGG004_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4655,0.4679,0.0667,Unstranded
SJLGG005_D,Fresh/Frozen,GAIIX,PolyA,Paired_End,101,0.4583,0.4594,0.0822,Unstranded
SJLGG006_D,Fresh/Frozen,GAIIX,PolyA,Paired_End,101,0.4812,0.4812,0.0375,Unstranded
SJLGG006_R,Fresh/Frozen,GAIIX,PolyA,Paired_End,101,0.4669,0.4697,0.0634,Unstranded
SJLGG007_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.467,0.4716,0.0613,Unstranded
SJLGG008_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4596,0.4624,0.0781,Unstranded
SJLGG009_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4842,0.4878,0.0281,Unstranded
SJLGG010_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4644,0.4694,0.0663,Unstranded
SJLGG010129_D1,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4753,0.4727,0.052,Unstranded
SJLGG010130_D1,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4672,0.4672,0.0657,Unstranded
SJLGG010669_D1,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4839,0.4829,0.0332,Unstranded
SJLGG010670_D1,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4663,0.4678,0.0659,Unstranded
SJLGG010671_D1,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4624,0.4634,0.0742,Unstranded
SJLGG010672_D1,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4675,0.4705,0.0619,Unstranded
SJLGG010673_D1,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4789,0.4802,0.0409,Unstranded
SJLGG010674_D1,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4606,0.4584,0.081,Unstranded
SJLGG010675_D1,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4574,0.4579,0.0847,Unstranded
SJLGG010676_D1,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4712,0.4725,0.0563,Unstranded
SJLGG010677_D1,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4675,0.4692,0.0633,Unstranded
SJLGG010678_D1,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.484,0.4855,0.0305,Unstranded
SJLGG010679_D1,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4459,0.4448,0.1093,Unstranded
SJLGG010680_D1,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4578,0.4588,0.0834,Unstranded
SJLGG011_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4677,0.471,0.0612,Unstranded
SJLGG011283_D1,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4636,0.4629,0.0736,Unstranded
SJLGG011284_D1,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.469,0.4682,0.0628,Unstranded
SJLGG011285_D1,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.453,0.4554,0.0916,Unstranded
SJLGG011286_D1,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4648,0.468,0.0672,Unstranded
SJLGG011287_D1,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4625,0.4645,0.073,Unstranded
SJLGG011288_D1,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4588,0.4592,0.082,Unstranded
SJLGG011289_D1,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4716,0.4712,0.0572,Unstranded
SJLGG011290_D1,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4705,0.4674,0.0622,Unstranded
SJLGG012_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4654,0.4672,0.0675,Unstranded
SJLGG015_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.468,0.4732,0.0588,Unstranded
SJLGG016_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4618,0.4655,0.0727,Unstranded
SJLGG018_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4749,0.4765,0.0486,Unstranded
SJLGG025_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4724,0.4726,0.055,Unstranded
SJLGG030_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4764,0.4785,0.0451,Unstranded
SJLGG031_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4678,0.4666,0.0656,Unstranded
SJGIST030657_D2,FFPE,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJLGG034_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4618,0.4638,0.0744,Unstranded
SJHGG030397_D1,FFPE,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJHGG030398_D1,FFPE,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJLGG037_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4588,0.4606,0.0806,Unstranded
SJHGG030406_D2,FFPE,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJHGG030462_D1,FFPE,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJLGG040_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4699,0.4729,0.0572,Unstranded
SJHGG030514_D1,FFPE,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJLGG044_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4661,0.4682,0.0657,Unstranded
SJHGG030628_D1,FFPE,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJLGG046_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4682,0.4715,0.0602,Unstranded
SJLGG047_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4673,0.4704,0.0622,Unstranded
SJLGG048_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4618,0.465,0.0731,Unstranded
SJLGG049_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4587,0.4612,0.0801,Unstranded
SJLGG050_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4633,0.465,0.0717,Unstranded
SJLGG051_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4817,0.482,0.0363,Unstranded
SJLGG052_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4673,0.4697,0.0631,Unstranded
SJLGG053_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.468,0.4703,0.0617,Unstranded
SJLGG054_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4721,0.4746,0.0533,Unstranded
SJLGG055_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4542,0.4563,0.0895,Unstranded
SJLGG061_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4682,0.4716,0.0602,Unstranded
SJLGG064_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4644,0.4663,0.0693,Unstranded
SJLGG065_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.468,0.4699,0.0621,Unstranded
SJLGG065_R,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4617,0.4636,0.0747,Unstranded
SJMB008_D,Fresh/Frozen,GAIIX,PolyA,Paired_End,101,0.4822,0.4903,0.0275,Unstranded
SJMB026_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.479,0.4821,0.0389,Unstranded
SJMB030_D,Fresh/Frozen,GAIIX,PolyA,Paired_End,101,0.4637,0.4587,0.0776,Unstranded
SJMB031_D,Fresh/Frozen,GAIIX,PolyA,Paired_End,101,0.4687,0.4592,0.0721,Unstranded
SJMB052_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4742,0.4757,0.0501,Unstranded
SJMB087_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4739,0.4789,0.0473,Unstranded
SJMB122_D,Fresh/Frozen,GAIIX,PolyA,Paired_End,101,0.4834,0.4936,0.0231,Unstranded
SJMB139_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4585,0.465,0.0765,Unstranded
SJMEL001002_D1,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4634,0.464,0.0726,Unstranded
SJMEL001003_D1,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4645,0.4598,0.0758,Unstranded
SJMEL001003_D2,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4539,0.4536,0.0925,Unstranded
SJMEL001004_D1,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4639,0.4628,0.0734,Unstranded
SJHGG030688_D1,FFPE,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJMEL001005_D1,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4713,0.4714,0.0573,Unstranded
SJHGG030697_D1,FFPE,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJHGG030699_D1,FFPE,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJHGG030716_D1,FFPE,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJMEL011755_M1,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4687,0.4689,0.0624,Unstranded
SJHGG030779_D1,FFPE,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJHGG030796_D1,FFPE,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJMLL003_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4754,0.476,0.0486,Unstranded
SJMLL005_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.473,0.4724,0.0546,Unstranded
SJMLL006_D,Fresh/Frozen,HiSeq2500,PolyA,Paired_End,101,0.4764,0.4806,0.0431,Unstranded
SJMLL008_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4759,0.4764,0.0476,Unstranded
SJMLL009_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4724,0.4736,0.054,Unstranded
SJMLL010_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4716,0.4707,0.0577,Unstranded
SJMLL011_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4746,0.479,0.0464,Unstranded
SJMLL012_D,Fresh/Frozen,HiSeq2500,PolyA,Paired_End,101,0.4753,0.4773,0.0474,Unstranded
SJMLL013_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4752,0.4779,0.0469,Unstranded
SJHGG030803_D1,FFPE,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJMLL016_D,Fresh/Frozen,HiSeq2500,PolyA,Paired_End,101,0.473,0.4736,0.0534,Unstranded
SJMLL018_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4756,0.4779,0.0465,Unstranded
SJHGG030851_D1,FFPE,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJMLL020_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4785,0.4799,0.0416,Unstranded
SJMLL021_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4758,0.4782,0.046,Unstranded
SJMLL022_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4746,0.4739,0.0515,Unstranded
SJOS001103_D1,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.47,0.4748,0.0552,Unstranded
SJOS001104_M1,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4731,0.4751,0.0518,Unstranded
SJOS001105_D1,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4766,0.4833,0.0401,Unstranded
SJOS001107_M1,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4803,0.4823,0.0375,Unstranded
SJOS001108_M1,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4842,0.4848,0.0309,Unstranded
SJOS001109_D1,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4839,0.4866,0.0295,Unstranded
SJOS001111_M1,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4858,0.488,0.0262,Unstranded
SJOS001112_D1,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4859,0.4869,0.0271,Unstranded
SJOS001113_M1,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4796,0.4847,0.0356,Unstranded
SJOS001116_M1,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4567,0.4578,0.0855,Unstranded
SJOS001120_D1,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4873,0.4884,0.0243,Unstranded
SJOS001129_M2,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4766,0.4779,0.0454,Unstranded
SJOS006_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.468,0.4702,0.0618,Unstranded
SJOS007_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4597,0.4685,0.0718,Unstranded
SJOS008_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4583,0.4587,0.0831,Unstranded
SJOS010_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4695,0.4683,0.0622,Unstranded
SJOS011_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.467,0.4669,0.0661,Unstranded
SJOS012_M,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4726,0.4732,0.0542,Unstranded
SJHGG030859_D1,FFPE,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJOS014_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4701,0.4683,0.0616,Unstranded
SJOS017_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4819,0.484,0.034,Unstranded
SJOS018_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4654,0.4679,0.0668,Unstranded
SJOS019_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4808,0.4827,0.0364,Unstranded
SJHGG030905_D1,FFPE,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJPHALL004_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4761,0.477,0.0469,Unstranded
SJHGG030920_D1,FFPE,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJPHALL006_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4725,0.4739,0.0536,Unstranded
SJPHALL007_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4768,0.4774,0.0457,Unstranded
SJPHALL008_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4759,0.4767,0.0474,Unstranded
SJPHALL009_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4795,0.4804,0.04,Unstranded
SJPHALL010_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.476,0.4776,0.0464,Unstranded
SJPHALL012_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4827,0.4823,0.0349,Unstranded
SJPHALL013_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4842,0.4848,0.031,Unstranded
SJPHALL015_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4806,0.4835,0.0359,Unstranded
SJPHALL020_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4777,0.4804,0.0419,Unstranded
SJPHALL020033_D1,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4709,0.4726,0.0565,Unstranded
SJPHALL020034_D1,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4735,0.478,0.0485,Unstranded
SJPHALL020035_D1,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4582,0.4582,0.0837,Unstranded
SJPHALL020036_D1,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4698,0.4716,0.0586,Unstranded
SJPHALL020037_D1,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4754,0.4772,0.0474,Unstranded
SJPHALL020038_D1,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4664,0.4698,0.0639,Unstranded
SJPHALL020040_D1,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4774,0.4794,0.0432,Unstranded
SJPHALL020043_D1,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4477,0.4507,0.1016,Unstranded
SJPHALL020044_D1,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4709,0.4723,0.0568,Unstranded
SJPHALL020046_D1,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4777,0.4798,0.0425,Unstranded
SJPHALL020047_D1,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4719,0.4719,0.0562,Unstranded
SJPHALL021_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4782,0.4777,0.0442,Unstranded
SJPHALL026_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4757,0.4749,0.0494,Unstranded
SJPHALL029_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4836,0.4844,0.032,Unstranded
SJRB001130_M1,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4763,0.4792,0.0445,Unstranded
SJRB003_D,Fresh/Frozen,GAIIX,PolyA,Paired_End,101,0.4663,0.4593,0.0743,Unstranded
SJRHB001_D,Fresh/Frozen,GAIIX,PolyA,Paired_End,101,0.4676,0.4651,0.0673,Unstranded
SJRHB002_D,Fresh/Frozen,GAIIX,PolyA,Paired_End,101,0.4761,0.4647,0.0592,Unstranded
SJRHB003_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4757,0.4764,0.0479,Unstranded
SJRHB004_D,Fresh/Frozen,GAIIX,PolyA,Paired_End,101,0.4554,0.4498,0.0948,Unstranded
SJRHB005_D,Fresh/Frozen,GAIIX,PolyA,Paired_End,101,0.4737,0.4651,0.0613,Unstranded
SJRHB006_D,Fresh/Frozen,GAIIX,PolyA,Paired_End,101,0.487,0.4698,0.0432,Unstranded
SJHGG030932_D1,FFPE,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJRHB008_D,Fresh/Frozen,GAIIX,PolyA,Paired_End,101,0.4738,0.4585,0.0678,Unstranded
SJRHB009_D,Fresh/Frozen,GAIIX,PolyA,Paired_End,101,0.4618,0.4614,0.0769,Unstranded
SJHGG031119_D1,FFPE,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJRHB011_D,Fresh/Frozen,GAIIX,PolyA,Paired_End,101,0.4781,0.4678,0.0541,Unstranded
SJHGG031139_D1,FFPE,NovaSeq6000,Total_RNA,Paired_End,126,,,,Undetermined
SJHM030537_D1,FFPE,NextSeq,Total_RNA,Paired_End,126,,,,Undetermined
SJRHB012_D,Fresh/Frozen,GAIIX,PolyA,Paired_End,101,0.4487,0.4469,0.1044,Unstranded
SJRHB012_R,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4787,0.4831,0.0382,Unstranded
SJRHB012_S,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4695,0.4711,0.0594,Unstranded
SJHM030606_D1,FFPE,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJHM030794_D1,FFPE,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJHM030817_D2,FFPE,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJHM031005_D1,FFPE,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJIFS031085_D1,FFPE,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJRHB015_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4627,0.4657,0.0716,Unstranded
SJRHB016_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4802,0.4842,0.0356,Unstranded
SJRHB017_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4635,0.4632,0.0733,Unstranded
SJRHB018_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4697,0.4718,0.0585,Unstranded
SJRHB019_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4548,0.4587,0.0865,Unstranded
SJRHB020_A,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4766,0.4813,0.042,Unstranded
SJRHB022_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4731,0.4753,0.0515,Unstranded
SJRHB023_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4773,0.4786,0.0441,Unstranded
SJRHB026_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4745,0.4774,0.0481,Unstranded
SJRHB026_R,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.476,0.4806,0.0433,Unstranded
SJRHB026_S,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4763,0.4749,0.0488,Unstranded
SJLCH030489_D1,FFPE,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJRHB027_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4724,0.4762,0.0514,Unstranded
SJRHB028_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4562,0.458,0.0858,Unstranded
SJRHB031_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4778,0.4803,0.0419,Unstranded
SJRHB033_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4773,0.4788,0.044,Unstranded
SJRHB034_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.46,0.4635,0.0765,Unstranded
SJRHB035_R,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4738,0.478,0.0482,Unstranded
SJRHB036_A,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4594,0.4586,0.082,Unstranded
SJRHB038_R,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4642,0.468,0.0678,Unstranded
SJRHB039_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4792,0.4843,0.0365,Unstranded
SJRHB043_R,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4665,0.4696,0.0639,Unstranded
SJRHB044_M,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4696,0.4714,0.059,Unstranded
SJRHB045_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4711,0.4767,0.0522,Unstranded
SJRHB047_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4679,0.4723,0.0598,Unstranded
SJRHB048_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4691,0.4717,0.0592,Unstranded
SJRHB050_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4724,0.4763,0.0513,Unstranded
SJRHB054_R,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4632,0.4665,0.0702,Unstranded
SJRHB056_D,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4821,0.4816,0.0362,Unstranded
SJRHB057_R,Fresh/Frozen,HiSeq2000,PolyA,Paired_End,101,0.4765,0.4799,0.0436,Unstranded
SJTALL002_D,Fresh/Frozen,GAIIX,PolyA,Paired_End,101,0.4636,0.4655,0.0709,Unstranded
SJLCH030489_D2,FFPE,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJLGG030387_D1,FFPE,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJLGG030394_D1,FFPE,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJLGG030395_D1,FFPE,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJLGG030401_D1,FFPE,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJLGG030575_D1,FFPE,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJALCL030011_D1,Fresh/Frozen,HiSeq2000,Total_RNA,Paired_End,101,0.0199,0.9345,0.0456,Stranded
SJAML001417_D1,Fresh/Frozen,HiSeq2000,Total_RNA,Paired_End,101,0.0269,0.9227,0.0504,Stranded
SJAML030004_D1,Fresh/Frozen,HiSeq2000,Total_RNA,Paired_End,101,0.0225,0.9253,0.0523,Stranded
SJAML030006_D1,Fresh/Frozen,HiSeq2000,Total_RNA,Paired_End,101,0.015,0.94,0.045,Stranded
SJAML030024_D1,Fresh/Frozen,HiSeq2000,Total_RNA,Paired_End,101,0.0165,0.9391,0.0444,Stranded
SJAML030025_D1,Fresh/Frozen,HiSeq2000,Total_RNA,Paired_End,101,0.0166,0.9287,0.0547,Stranded
SJASPS030009_D1,Fresh/Frozen,HiSeq2000,Total_RNA,Paired_End,101,0.0081,0.939,0.053,Stranded
