KEY,Study,SampleID,SequencingType,SampleSequencing,BamFile,SampleTypeAbbreviation,SampleTypeDescription,Sample_Preparation,SamplePreservativeDesignationReason,SequencingMachineIDs,Sequencing_Machine,Library_Selection,Sequencing_Approach,Lab_Reported_Strandedness,Sequencing_Protocol,SequencingProtocolDesignationReason,ReadLength_bp,Protocol,StrandedAnalysis_InferExperiment_PeSense,StrandedAnalysis_InferExperiment_AntiSense,StrandedAnalysis_InferExperiment_Failed,Predicted Strandness via InferExperiment,KeepOrExclude,Reason for Decision
PCGP_SJOS019_D,PCGP,SJOS019_D,RNA-Seq,SJOS019_D.RNA-Seq,SJOS019_D.RNA-Seq.bam,D,DIAGNOSIS,Fresh/Frozen,Not flagged as FFPE or Target Enriched in John Easton Worksheet so assume is Fresh/Frozen,HWI-ST671,HiSeq2000,PolyA,Paired_End,Unstranded,PolyA_Unstranded_Paired_End,Discussion with John Easton,101,PolyA_Unstranded_Paired_End_101,0.4808,0.4827,0.0364,Unstranded,KEEP,"Okay according to Sequencing Machine, Read Length Distribution, Fresh/Frozen sample, Strandness Distribution"
G4K_SJOS030101_D1,G4K,SJOS030101_D1,RNA-Seq,SJOS030101_D1.RNA-Seq,SJOS030101_D1.RNA-Seq.bam,D1,DIAGNOSIS,Fresh/Frozen,"Michael Rusch, Joy Nakitandwe worksheet ""ClinGen_G4K rPreserv Protocol""",NS500229,NextSeq,Total_RNA,Paired_End,Stranded-Reverse,Total_Stranded_Paired_End,,126,Total_Stranded_Paired_End_126,0.02,0.9288,0.0512,Stranded-Reverse,KEEP,
RTCG_SJOS030101_R1,RTCG,SJOS030101_R1,RNA-Seq,SJOS030101_R1.RNA-Seq,SJOS030101_R1.RNA-Seq.bam,R1,RELAPSE,unknown,Delaram Spreadsheet,K00309,HiSeq4000,Total_RNA,Paired_End,Stranded-Reverse,Total_Stranded_Paired_End,,126,Total_Stranded_Paired_End_126,,,,Not Available,KEEP,
G4K_SJOS030129_D1,G4K,SJOS030129_D1,RNA-Seq,SJOS030129_D1.RNA-Seq,SJOS030129_D1.RNA-Seq.bam,D1,DIAGNOSIS,Fresh/Frozen,"Michael Rusch, Joy Nakitandwe worksheet ""ClinGen_G4K rPreserv Protocol""",HWI-D00559,HiSeq2500,Total_RNA,Paired_End,Stranded-Reverse,Total_Stranded_Paired_End,,126,Total_Stranded_Paired_End_126,0.0141,0.9295,0.0564,Stranded-Reverse,KEEP,
G4K_SJOS030129_D2,G4K,SJOS030129_D2,RNA-Seq,SJOS030129_D2.RNA-Seq,SJOS030129_D2.RNA-Seq.bam,D2,DIAGNOSIS,FFPE,"Michael Rusch, Joy Nakitandwe worksheet ""ClinGen_G4K rPreserv Protocol""",K00309,HiSeq4000,Total_RNA,Paired_End,Stranded-Reverse,Total_Stranded_Paired_End,,126,Total_Stranded_Paired_End_126,0.0125,0.9502,0.0374,Stranded-Reverse,EXCLUDE,Discard given FFPE sample…
G4K_SJOS030272_D1,G4K,SJOS030272_D1,RNA-Seq,SJOS030272_D1.RNA-Seq,SJOS030272_D1.RNA-Seq.bam,D1,DIAGNOSIS,Fresh/Frozen,"Michael Rusch, Joy Nakitandwe worksheet ""ClinGen_G4K rPreserv Protocol""",K00309,HiSeq4000,Total_RNA,Paired_End,Stranded-Reverse,Total_Stranded_Paired_End,,126,Total_Stranded_Paired_End_126,0.0151,0.9638,0.021,Stranded-Reverse,KEEP,
G4K_SJOS030279_D1,G4K,SJOS030279_D1,RNA-Seq,SJOS030279_D1.RNA-Seq,SJOS030279_D1.RNA-Seq.bam,D1,DIAGNOSIS,Fresh/Frozen,"Michael Rusch, Joy Nakitandwe worksheet ""ClinGen_G4K rPreserv Protocol""",K00326,HiSeq4000,Total_RNA,Paired_End,Stranded-Reverse,Total_Stranded_Paired_End,,126,Total_Stranded_Paired_End_126,0.0264,0.9484,0.0253,Stranded-Reverse,KEEP,
RTCG_SJOS030371_D1,RTCG,SJOS030371_D1,RNA-Seq,SJOS030371_D1.RNA-Seq,SJOS030371_D1.RNA-Seq.bam,D1,DIAGNOSIS,Fresh/Frozen,"Michael Rusch, Joy Nakitandwe worksheet ""ClinGen_G4K rPreserv Protocol""",K00309,HiSeq4000,Total_RNA,Paired_End,Stranded-Reverse,Total_Stranded_Paired_End,,126,Total_Stranded_Paired_End_126,,,,Not Available,KEEP,
RTCG_SJOS030386_D1,RTCG,SJOS030386_D1,RNA-Seq,SJOS030386_D1.RNA-Seq,SJOS030386_D1.RNA-Seq.bam,D1,DIAGNOSIS,FFPE,"Michael Rusch, Joy Nakitandwe worksheet ""ClinGen_G4K rPreserv Protocol""",K00309,HiSeq4000,Total_RNA,Paired_End,Stranded-Reverse,Total_Stranded_Paired_End,,126,Total_Stranded_Paired_End_126,,,,Not Available,EXCLUDE,Discard given FFPE sample…
RTCG_SJOS030422_D1,RTCG,SJOS030422_D1,RNA-Seq,SJOS030422_D1.RNA-Seq,SJOS030422_D1.RNA-Seq.bam,D1,DIAGNOSIS,Fresh/Frozen,"Michael Rusch, Joy Nakitandwe worksheet ""ClinGen_G4K rPreserv Protocol""",NS500229,NextSeq,Total_RNA,Paired_End,Stranded-Reverse,Total_Stranded_Paired_End,,126,Total_Stranded_Paired_End_126,,,,Not Available,KEEP,
RTCG_SJOS030441_D1,RTCG,SJOS030441_D1,RNA-Seq,SJOS030441_D1.RNA-Seq,SJOS030441_D1.RNA-Seq.bam,D1,DIAGNOSIS,FFPE,"Michael Rusch, Joy Nakitandwe worksheet ""ClinGen_G4K rPreserv Protocol""","K00327,K00309",HiSeq4000,Total_RNA,Paired_End,Stranded-Reverse,Total_Stranded_Paired_End,,126,Total_Stranded_Paired_End_126,,,,Not Available,EXCLUDE,Discard given FFPE sample…
RTCG_SJOS030444_D1,RTCG,SJOS030444_D1,RNA-Seq,SJOS030444_D1.RNA-Seq,SJOS030444_D1.RNA-Seq.bam,D1,DIAGNOSIS,FFPE,"Michael Rusch, Joy Nakitandwe worksheet ""ClinGen_G4K rPreserv Protocol""",K00309,HiSeq4000,Total_RNA,Paired_End,Stranded-Reverse,Total_Stranded_Paired_End,,126,Total_Stranded_Paired_End_126,,,,Not Available,EXCLUDE,Discard given FFPE sample…
RTCG_SJOS030528_D1,RTCG,SJOS030528_D1,RNA-Seq,SJOS030528_D1.RNA-Seq,SJOS030528_D1.RNA-Seq.bam,D1,DIAGNOSIS,FFPE,"Michael Rusch, Joy Nakitandwe worksheet ""ClinGen_G4K rPreserv Protocol""",K00309,HiSeq4000,Total_RNA,Paired_End,Stranded-Reverse,Total_Stranded_Paired_End,,126,Total_Stranded_Paired_End_126,,,,Not Available,EXCLUDE,Discard given FFPE sample…
RTCG_SJOS030566_D1,RTCG,SJOS030566_D1,RNA-Seq,SJOS030566_D1.RNA-Seq,SJOS030566_D1.RNA-Seq.bam,D1,DIAGNOSIS,FFPE,"Michael Rusch, Joy Nakitandwe worksheet ""ClinGen_G4K rPreserv Protocol""",K00309,HiSeq4000,Total_RNA,Paired_End,Stranded-Reverse,Total_Stranded_Paired_End,,126,Total_Stranded_Paired_End_126,,,,Not Available,EXCLUDE,Discard given FFPE sample…
RTCG_SJOS030579_D1,RTCG,SJOS030579_D1,RNA-Seq,SJOS030579_D1.RNA-Seq,SJOS030579_D1.RNA-Seq.bam,D1,DIAGNOSIS,FFPE,"Michael Rusch, Joy Nakitandwe worksheet ""ClinGen_G4K rPreserv Protocol""",K00329,HiSeq4000,Total_RNA,Paired_End,Stranded-Reverse,Total_Stranded_Paired_End,,126,Total_Stranded_Paired_End_126,,,,Not Available,EXCLUDE,Discard given FFPE sample…
RTCG_SJOS030589_D1,RTCG,SJOS030589_D1,RNA-Seq,SJOS030589_D1.RNA-Seq,SJOS030589_D1.RNA-Seq.bam,D1,DIAGNOSIS,FFPE,"Michael Rusch, Joy Nakitandwe worksheet ""ClinGen_G4K rPreserv Protocol""",K00326,HiSeq4000,Total_RNA,Paired_End,Stranded-Reverse,Total_Stranded_Paired_End,,126,Total_Stranded_Paired_End_126,,,,Not Available,EXCLUDE,Discard given FFPE sample…
RTCG_SJOS030591_D1,RTCG,SJOS030591_D1,RNA-Seq,SJOS030591_D1.RNA-Seq,SJOS030591_D1.RNA-Seq.bam,D1,DIAGNOSIS,Fresh/Frozen,"Michael Rusch, Joy Nakitandwe worksheet ""ClinGen_G4K rPreserv Protocol""",K00326,HiSeq4000,Total_RNA,Paired_End,Stranded-Reverse,Total_Stranded_Paired_End,,126,Total_Stranded_Paired_End_126,,,,Not Available,KEEP,
RTCG_SJOS030597_D1,RTCG,SJOS030597_D1,RNA-Seq,SJOS030597_D1.RNA-Seq,SJOS030597_D1.RNA-Seq.bam,D1,DIAGNOSIS,Fresh/Frozen,"Michael Rusch, Joy Nakitandwe worksheet ""ClinGen_G4K rPreserv Protocol""",K00326,HiSeq4000,Total_RNA,Paired_End,Stranded-Reverse,Total_Stranded_Paired_End,,126,Total_Stranded_Paired_End_126,,,,Not Available,KEEP,
RTCG_SJOS030605_D1,RTCG,SJOS030605_D1,RNA-Seq,SJOS030605_D1.RNA-Seq,SJOS030605_D1.RNA-Seq.bam,D1,DIAGNOSIS,Fresh/Frozen,"Michael Rusch, Joy Nakitandwe worksheet ""ClinGen_G4K rPreserv Protocol""",K00309,HiSeq4000,Total_RNA,Paired_End,Stranded-Reverse,Total_Stranded_Paired_End,,126,Total_Stranded_Paired_End_126,,,,Not Available,KEEP,
RTCG_SJOS030645_D1,RTCG,SJOS030645_D1,RNA-Seq,SJOS030645_D1.RNA-Seq,SJOS030645_D1.RNA-Seq.bam,D1,DIAGNOSIS,Fresh/Frozen,"Michael Rusch, Joy Nakitandwe worksheet ""ClinGen_G4K rPreserv Protocol""","NB551266,NS500229",NextSeq,Total_RNA,Paired_End,Stranded-Reverse,Total_Stranded_Paired_End,,126,Total_Stranded_Paired_End_126,,,,Not Available,KEEP,
RTCG_SJOS030648_D1,RTCG,SJOS030648_D1,RNA-Seq,SJOS030648_D1.RNA-Seq,SJOS030648_D1.RNA-Seq.bam,D1,DIAGNOSIS,Fresh/Frozen,"Michael Rusch, Joy Nakitandwe worksheet ""ClinGen_G4K rPreserv Protocol""",K00327,HiSeq4000,Total_RNA,Paired_End,Stranded-Reverse,Total_Stranded_Paired_End,,126,Total_Stranded_Paired_End_126,,,,Not Available,KEEP,
RTCG_SJOS030752_D1,RTCG,SJOS030752_D1,RNA-Seq,SJOS030752_D1.RNA-Seq,SJOS030752_D1.RNA-Seq.bam,D1,DIAGNOSIS,FFPE,"Michael Rusch, Joy Nakitandwe worksheet ""ClinGen_G4K rPreserv Protocol""",K00327,HiSeq4000,Total_RNA,Paired_End,Stranded-Reverse,Total_Stranded_Paired_End,,126,Total_Stranded_Paired_End_126,,,,Not Available,EXCLUDE,Discard given FFPE sample…
RTCG_SJOS030759_D1,RTCG,SJOS030759_D1,RNA-Seq,SJOS030759_D1.RNA-Seq,SJOS030759_D1.RNA-Seq.bam,D1,DIAGNOSIS,Fresh/Frozen,"Michael Rusch, Joy Nakitandwe worksheet ""ClinGen_G4K rPreserv Protocol""",K00309,HiSeq4000,Total_RNA,Paired_End,Stranded-Reverse,Total_Stranded_Paired_End,,126,Total_Stranded_Paired_End_126,,,,Not Available,KEEP,
RTCG_SJOS030815_D1,RTCG,SJOS030815_D1,RNA-Seq,SJOS030815_D1.RNA-Seq,SJOS030815_D1.RNA-Seq.bam,D1,DIAGNOSIS,FFPE,"Michael Rusch, Joy Nakitandwe worksheet ""ClinGen_G4K rPreserv Protocol""",K00258,HiSeq4000,Total_RNA,Paired_End,Stranded-Reverse,Total_Stranded_Paired_End,,126,Total_Stranded_Paired_End_126,,,,Not Available,EXCLUDE,Discard given FFPE sample…
RTCG_SJOS030876_D1,RTCG,SJOS030876_D1,RNA-Seq,SJOS030876_D1.RNA-Seq,SJOS030876_D1.RNA-Seq.bam,D1,DIAGNOSIS,Fresh/Frozen,"Michael Rusch, Joy Nakitandwe worksheet ""ClinGen_G4K rPreserv Protocol""",K00309,HiSeq4000,Total_RNA,Paired_End,Stranded-Reverse,Total_Stranded_Paired_End,,126,Total_Stranded_Paired_End_126,,,,Not Available,KEEP,
RTCG_SJOS030876_D2,RTCG,SJOS030876_D2,RNA-Seq,SJOS030876_D2.RNA-Seq,SJOS030876_D2.RNA-Seq.bam,D2,DIAGNOSIS,Fresh/Frozen,"Michael Rusch, Joy Nakitandwe worksheet ""ClinGen_G4K rPreserv Protocol""",K00258,HiSeq4000,Total_RNA,Paired_End,Stranded-Reverse,Total_Stranded_Paired_End,,126,Total_Stranded_Paired_End_126,,,,Not Available,KEEP,
RTCG_SJOS030969_D1,RTCG,SJOS030969_D1,RNA-Seq,SJOS030969_D1.RNA-Seq,SJOS030969_D1.RNA-Seq.bam,D1,DIAGNOSIS,Fresh/Frozen,"Michael Rusch, Joy Nakitandwe worksheet ""ClinGen_G4K rPreserv Protocol""",K00309,HiSeq4000,Total_RNA,Paired_End,Stranded-Reverse,Total_Stranded_Paired_End,,126,Total_Stranded_Paired_End_126,,,,Not Available,KEEP,
RTCG_SJOS031017_D1,RTCG,SJOS031017_D1,RNA-Seq,SJOS031017_D1.RNA-Seq,SJOS031017_D1.RNA-Seq.bam,D1,DIAGNOSIS,FFPE,"Michael Rusch, Joy Nakitandwe worksheet ""ClinGen_G4K rPreserv Protocol""",NB551266,NextSeq,Total_RNA,Paired_End,Stranded-Reverse,Total_Stranded_Paired_End,,126,Total_Stranded_Paired_End_126,,,,Not Available,EXCLUDE,Discard given FFPE sample…
RTCG_SJOS031071_D1,RTCG,SJOS031071_D1,RNA-Seq,SJOS031071_D1.RNA-Seq,SJOS031071_D1.RNA-Seq.bam,D1,DIAGNOSIS,Fresh/Frozen,"Michael Rusch, Joy Nakitandwe worksheet ""ClinGen_G4K rPreserv Protocol""",NB551266,NextSeq,Total_RNA,Paired_End,Stranded-Reverse,Total_Stranded_Paired_End,,126,Total_Stranded_Paired_End_126,,,,Not Available,KEEP,
RTCG_SJOS031125_D1,RTCG,SJOS031125_D1,RNA-Seq,SJOS031125_D1.RNA-Seq,SJOS031125_D1.RNA-Seq.bam,D1,DIAGNOSIS,Fresh/Frozen,"Michael Rusch, Joy Nakitandwe worksheet ""ClinGen_G4K rPreserv Protocol""",K00327,HiSeq4000,Total_RNA,Paired_End,Stranded-Reverse,Total_Stranded_Paired_End,,126,Total_Stranded_Paired_End_126,,,,Not Available,KEEP,
RTCG_SJOS031130_D1,RTCG,SJOS031130_D1,RNA-Seq,SJOS031130_D1.RNA-Seq,SJOS031130_D1.RNA-Seq.bam,D1,DIAGNOSIS,Fresh/Frozen,"Michael Rusch, Joy Nakitandwe worksheet ""ClinGen_G4K rPreserv Protocol""",K00327,HiSeq4000,Total_RNA,Paired_End,Stranded-Reverse,Total_Stranded_Paired_End,,126,Total_Stranded_Paired_End_126,,,,Not Available,KEEP,
Clinical Pilot_SJPHALL003_D,Clinical Pilot,SJPHALL003_D,RNA-Seq,SJPHALL003_D.RNA-Seq,SJPHALL003_D.RNA-Seq.bam,D,DIAGNOSIS,Fresh/Frozen,"Rusch et al., Nat. Comm. 2018; Verbal confirmation from Joy via conversation with Delaram about all Clinical Pilot studies",HWI-ST1199,HiSeq2000,Total_RNA,Paired_End,Stranded-Reverse,Total_Stranded_Paired_End,"Rusch et al., Nat. Comm. 2018",101,Total_Stranded_Paired_End_101,0.0159,0.929,0.0551,Stranded-Reverse,KEEP,"Okay according to Sequencing Machine, Read Length Distribution, Fresh/Frozen sample, Strandness Distribution"
PCGP_SJPHALL003_D,PCGP,SJPHALL003_D,RNA-Seq,SJPHALL003_D.RNA-Seq,SJPHALL003_D.RNA-Seq.bam,D,DIAGNOSIS,Fresh/Frozen,Not flagged as FFPE or Target Enriched in John Easton Worksheet so assume is Fresh/Frozen,HISEQ,HiSeq2000,PolyA,Paired_End,Unstranded,PolyA_Unstranded_Paired_End,Discussion with John Easton,101,PolyA_Unstranded_Paired_End_101,0.4721,0.4728,0.0551,Unstranded,EXCLUDE,Repeat patient sample sequenced in Clinical Pilot Study
PCGP_SJPHALL004_D,PCGP,SJPHALL004_D,RNA-Seq,SJPHALL004_D.RNA-Seq,SJPHALL004_D.RNA-Seq.bam,D,DIAGNOSIS,Fresh/Frozen,Not flagged as FFPE or Target Enriched in John Easton Worksheet so assume is Fresh/Frozen,HWI-ST1199,HiSeq2000,PolyA,Paired_End,Unstranded,PolyA_Unstranded_Paired_End,Discussion with John Easton,101,PolyA_Unstranded_Paired_End_101,0.4761,0.477,0.0469,Unstranded,KEEP,"Okay according to Sequencing Machine, Read Length Distribution, Fresh/Frozen sample, Strandness Distribution"
Clinical Pilot_SJPHALL005_D,Clinical Pilot,SJPHALL005_D,RNA-Seq,SJPHALL005_D.RNA-Seq,SJPHALL005_D.RNA-Seq.bam,D,DIAGNOSIS,Fresh/Frozen,"Rusch et al., Nat. Comm. 2018; Verbal confirmation from Joy via conversation with Delaram about all Clinical Pilot studies",HWI-ST1199,HiSeq2000,Total_RNA,Paired_End,Stranded-Reverse,Total_Stranded_Paired_End,"Rusch et al., Nat. Comm. 2018",101,Total_Stranded_Paired_End_101,0.0217,0.9254,0.053,Stranded-Reverse,KEEP,"Okay according to Sequencing Machine, Read Length Distribution, Fresh/Frozen sample, Strandness Distribution"
PCGP_SJPHALL005_D,PCGP,SJPHALL005_D,RNA-Seq,SJPHALL005_D.RNA-Seq,SJPHALL005_D.RNA-Seq.bam,D,DIAGNOSIS,Fresh/Frozen,Not flagged as FFPE or Target Enriched in John Easton Worksheet so assume is Fresh/Frozen,HISEQ,HiSeq2000,PolyA,Paired_End,Unstranded,PolyA_Unstranded_Paired_End,Discussion with John Easton,101,PolyA_Unstranded_Paired_End_101,0.4758,0.4766,0.0476,Unstranded,EXCLUDE,Repeat patient sample sequenced in Clinical Pilot Study
PCGP_SJPHALL006_D,PCGP,SJPHALL006_D,RNA-Seq,SJPHALL006_D.RNA-Seq,SJPHALL006_D.RNA-Seq.bam,D,DIAGNOSIS,Fresh/Frozen,Not flagged as FFPE or Target Enriched in John Easton Worksheet so assume is Fresh/Frozen,HWI-ST1199,HiSeq2000,PolyA,Paired_End,Unstranded,PolyA_Unstranded_Paired_End,Discussion with John Easton,101,PolyA_Unstranded_Paired_End_101,0.4725,0.4739,0.0536,Unstranded,KEEP,"Okay according to Sequencing Machine, Read Length Distribution, Fresh/Frozen sample, Strandness Distribution"
PCGP_SJPHALL007_D,PCGP,SJPHALL007_D,RNA-Seq,SJPHALL007_D.RNA-Seq,SJPHALL007_D.RNA-Seq.bam,D,DIAGNOSIS,Fresh/Frozen,Not flagged as FFPE or Target Enriched in John Easton Worksheet so assume is Fresh/Frozen,HWI-ST1199,HiSeq2000,PolyA,Paired_End,Unstranded,PolyA_Unstranded_Paired_End,Discussion with John Easton,101,PolyA_Unstranded_Paired_End_101,0.4768,0.4774,0.0457,Unstranded,KEEP,"Okay according to Sequencing Machine, Read Length Distribution, Fresh/Frozen sample, Strandness Distribution"
PCGP_SJPHALL008_D,PCGP,SJPHALL008_D,RNA-Seq,SJPHALL008_D.RNA-Seq,SJPHALL008_D.RNA-Seq.bam,D,DIAGNOSIS,Fresh/Frozen,Not flagged as FFPE or Target Enriched in John Easton Worksheet so assume is Fresh/Frozen,HWI-ST1199,HiSeq2000,PolyA,Paired_End,Unstranded,PolyA_Unstranded_Paired_End,Discussion with John Easton,101,PolyA_Unstranded_Paired_End_101,0.4759,0.4767,0.0474,Unstranded,KEEP,"Okay according to Sequencing Machine, Read Length Distribution, Fresh/Frozen sample, Strandness Distribution"
PCGP_SJPHALL009_D,PCGP,SJPHALL009_D,RNA-Seq,SJPHALL009_D.RNA-Seq,SJPHALL009_D.RNA-Seq.bam,D,DIAGNOSIS,Fresh/Frozen,Not flagged as FFPE or Target Enriched in John Easton Worksheet so assume is Fresh/Frozen,HWI-ST1199,HiSeq2000,PolyA,Paired_End,Unstranded,PolyA_Unstranded_Paired_End,Discussion with John Easton,101,PolyA_Unstranded_Paired_End_101,0.4795,0.4804,0.04,Unstranded,KEEP,"Okay according to Sequencing Machine, Read Length Distribution, Fresh/Frozen sample, Strandness Distribution"
PCGP_SJPHALL010_D,PCGP,SJPHALL010_D,RNA-Seq,SJPHALL010_D.RNA-Seq,SJPHALL010_D.RNA-Seq.bam,D,DIAGNOSIS,Fresh/Frozen,Not flagged as FFPE or Target Enriched in John Easton Worksheet so assume is Fresh/Frozen,HWI-ST1199,HiSeq2000,PolyA,Paired_End,Unstranded,PolyA_Unstranded_Paired_End,Discussion with John Easton,101,PolyA_Unstranded_Paired_End_101,0.476,0.4776,0.0464,Unstranded,KEEP,"Okay according to Sequencing Machine, Read Length Distribution, Fresh/Frozen sample, Strandness Distribution"
PCGP_SJPHALL012_D,PCGP,SJPHALL012_D,RNA-Seq,SJPHALL012_D.RNA-Seq,SJPHALL012_D.RNA-Seq.bam,D,DIAGNOSIS,Fresh/Frozen,Not flagged as FFPE or Target Enriched in John Easton Worksheet so assume is Fresh/Frozen,HWI-ST1199,HiSeq2000,PolyA,Paired_End,Unstranded,PolyA_Unstranded_Paired_End,Discussion with John Easton,101,PolyA_Unstranded_Paired_End_101,0.4827,0.4823,0.0349,Unstranded,KEEP,"Okay according to Sequencing Machine, Read Length Distribution, Fresh/Frozen sample, Strandness Distribution"
PCGP_SJPHALL013_D,PCGP,SJPHALL013_D,RNA-Seq,SJPHALL013_D.RNA-Seq,SJPHALL013_D.RNA-Seq.bam,D,DIAGNOSIS,Fresh/Frozen,Not flagged as FFPE or Target Enriched in John Easton Worksheet so assume is Fresh/Frozen,HWI-ST1199,HiSeq2000,PolyA,Paired_End,Unstranded,PolyA_Unstranded_Paired_End,Discussion with John Easton,101,PolyA_Unstranded_Paired_End_101,0.4842,0.4848,0.031,Unstranded,KEEP,"Okay according to Sequencing Machine, Read Length Distribution, Fresh/Frozen sample, Strandness Distribution"
PCGP_SJPHALL015_D,PCGP,SJPHALL015_D,RNA-Seq,SJPHALL015_D.RNA-Seq,SJPHALL015_D.RNA-Seq.bam,D,DIAGNOSIS,Fresh/Frozen,Not flagged as FFPE or Target Enriched in John Easton Worksheet so assume is Fresh/Frozen,HWI-ST1199,HiSeq2000,PolyA,Paired_End,Unstranded,PolyA_Unstranded_Paired_End,Discussion with John Easton,101,PolyA_Unstranded_Paired_End_101,0.4806,0.4835,0.0359,Unstranded,KEEP,"Okay according to Sequencing Machine, Read Length Distribution, Fresh/Frozen sample, Strandness Distribution"
PCGP_SJPHALL020_D,PCGP,SJPHALL020_D,RNA-Seq,SJPHALL020_D.RNA-Seq,SJPHALL020_D.RNA-Seq.bam,D,DIAGNOSIS,Fresh/Frozen,Not flagged as FFPE or Target Enriched in John Easton Worksheet so assume is Fresh/Frozen,HWI-ST1199,HiSeq2000,PolyA,Paired_End,Unstranded,PolyA_Unstranded_Paired_End,Discussion with John Easton,101,PolyA_Unstranded_Paired_End_101,0.4777,0.4804,0.0419,Unstranded,KEEP,"Okay according to Sequencing Machine, Read Length Distribution, Fresh/Frozen sample, Strandness Distribution"
PCGP_SJPHALL020033_D1,PCGP,SJPHALL020033_D1,RNA-Seq,SJPHALL020033_D1.RNA-Seq,SJPHALL020033_D1.RNA-Seq.bam,D1,DIAGNOSIS,Fresh/Frozen,Not flagged as FFPE or Target Enriched in John Easton Worksheet so assume is Fresh/Frozen,HWI-ST1188,HiSeq2000,PolyA,Paired_End,Unstranded,PolyA_Unstranded_Paired_End,Discussion with John Easton,101,PolyA_Unstranded_Paired_End_101,0.4709,0.4726,0.0565,Unstranded,KEEP,"Okay according to Sequencing Machine, Read Length Distribution, Fresh/Frozen sample, Strandness Distribution"
PCGP_SJPHALL020034_D1,PCGP,SJPHALL020034_D1,RNA-Seq,SJPHALL020034_D1.RNA-Seq,SJPHALL020034_D1.RNA-Seq.bam,D1,DIAGNOSIS,Fresh/Frozen,Not flagged as FFPE or Target Enriched in John Easton Worksheet so assume is Fresh/Frozen,HWI-ST1188,HiSeq2000,PolyA,Paired_End,Unstranded,PolyA_Unstranded_Paired_End,Discussion with John Easton,101,PolyA_Unstranded_Paired_End_101,0.4735,0.478,0.0485,Unstranded,KEEP,"Okay according to Sequencing Machine, Read Length Distribution, Fresh/Frozen sample, Strandness Distribution"
PCGP_SJPHALL020035_D1,PCGP,SJPHALL020035_D1,RNA-Seq,SJPHALL020035_D1.RNA-Seq,SJPHALL020035_D1.RNA-Seq.bam,D1,DIAGNOSIS,Fresh/Frozen,Not flagged as FFPE or Target Enriched in John Easton Worksheet so assume is Fresh/Frozen,HWI-ST1188,HiSeq2000,PolyA,Paired_End,Unstranded,PolyA_Unstranded_Paired_End,Discussion with John Easton,101,PolyA_Unstranded_Paired_End_101,0.4582,0.4582,0.0837,Unstranded,KEEP,"Okay according to Sequencing Machine, Read Length Distribution, Fresh/Frozen sample, Strandness Distribution"
PCGP_SJPHALL020036_D1,PCGP,SJPHALL020036_D1,RNA-Seq,SJPHALL020036_D1.RNA-Seq,SJPHALL020036_D1.RNA-Seq.bam,D1,DIAGNOSIS,Fresh/Frozen,Not flagged as FFPE or Target Enriched in John Easton Worksheet so assume is Fresh/Frozen,HWI-ST1188,HiSeq2000,PolyA,Paired_End,Unstranded,PolyA_Unstranded_Paired_End,Discussion with John Easton,101,PolyA_Unstranded_Paired_End_101,0.4698,0.4716,0.0586,Unstranded,KEEP,"Okay according to Sequencing Machine, Read Length Distribution, Fresh/Frozen sample, Strandness Distribution"
PCGP_SJPHALL020037_D1,PCGP,SJPHALL020037_D1,RNA-Seq,SJPHALL020037_D1.RNA-Seq,SJPHALL020037_D1.RNA-Seq.bam,D1,DIAGNOSIS,Fresh/Frozen,Not flagged as FFPE or Target Enriched in John Easton Worksheet so assume is Fresh/Frozen,HWI-ST1188,HiSeq2000,PolyA,Paired_End,Unstranded,PolyA_Unstranded_Paired_End,Discussion with John Easton,101,PolyA_Unstranded_Paired_End_101,0.4754,0.4772,0.0474,Unstranded,KEEP,"Okay according to Sequencing Machine, Read Length Distribution, Fresh/Frozen sample, Strandness Distribution"
PCGP_SJPHALL020038_D1,PCGP,SJPHALL020038_D1,RNA-Seq,SJPHALL020038_D1.RNA-Seq,SJPHALL020038_D1.RNA-Seq.bam,D1,DIAGNOSIS,Fresh/Frozen,Not flagged as FFPE or Target Enriched in John Easton Worksheet so assume is Fresh/Frozen,HWI-ST1188,HiSeq2000,PolyA,Paired_End,Unstranded,PolyA_Unstranded_Paired_End,Discussion with John Easton,101,PolyA_Unstranded_Paired_End_101,0.4664,0.4698,0.0639,Unstranded,KEEP,"Okay according to Sequencing Machine, Read Length Distribution, Fresh/Frozen sample, Strandness Distribution"
PCGP_SJPHALL020040_D1,PCGP,SJPHALL020040_D1,RNA-Seq,SJPHALL020040_D1.RNA-Seq,SJPHALL020040_D1.RNA-Seq.bam,D1,DIAGNOSIS,Fresh/Frozen,Not flagged as FFPE or Target Enriched in John Easton Worksheet so assume is Fresh/Frozen,HWI-ST1188,HiSeq2000,PolyA,Paired_End,Unstranded,PolyA_Unstranded_Paired_End,Discussion with John Easton,101,PolyA_Unstranded_Paired_End_101,0.4774,0.4794,0.0432,Unstranded,KEEP,"Okay according to Sequencing Machine, Read Length Distribution, Fresh/Frozen sample, Strandness Distribution"
